,Date,Prices,Comp,Negative,Neutral,Positive
22,2014-01-24,19.502501000000013,0.11850540540540541,0.037729729729729725,0.8925135135135136,0.06975675675675676
23,2014-01-25,19.581607,0.2107375,0.0071875,0.8958124999999999,0.09700000000000002
24,2014-01-26,19.581607,0.05962500000000001,0.048312499999999994,0.8734375,0.07825
25,2014-01-27,19.66071299999999,0.11113953488372096,0.02625581395348837,0.8871162790697671,0.0866046511627907
26,2014-01-28,18.08928700000001,0.07611717171717174,0.04246464646464646,0.8861111111111111,0.07142424242424243
27,2014-01-29,17.883928000000004,0.0038216216216216134,0.05889189189189189,0.8784864864864864,0.06264864864864866
28,2014-01-30,17.849285000000005,0.02171904761904762,0.04671428571428572,0.8940476190476188,0.05928571428571428
29,2014-01-31,17.878570999999997,0.149175,0.020625,0.882375,0.0970625
30,2014-02-01,17.895177999999994,0.002866666666666658,0.0502,0.8993333333333332,0.05046666666666666
31,2014-02-02,17.895177999999998,0.20514999999999994,0.042666666666666665,0.82625,0.13108333333333336
32,2014-02-03,17.911785000000005,0.1197157894736842,0.03189473684210526,0.8664210526315788,0.10168421052631578
33,2014-02-04,18.17106999999999,0.12307272727272726,0.03363636363636364,0.8789090909090909,0.08740909090909091
34,2014-02-05,18.306785999999995,0.18071111111111113,0.036333333333333336,0.8430555555555554,0.1206111111111111
35,2014-02-06,18.303927999999992,0.010899999999999996,0.06285714285714286,0.8637142857142857,0.07342857142857143
36,2014-02-07,18.559998999999976,0.14237959183673468,0.035346938775510206,0.8537346938775512,0.11093877551020406
37,2014-02-08,18.726249499999998,0.11555,0.05662500000000001,0.8285625000000001,0.1148125
38,2014-02-09,18.726249499999998,0.33114000000000005,0.0,0.8547,0.14529999999999998
39,2014-02-10,18.892499999999995,0.22838709677419355,0.031000000000000003,0.8260967741935484,0.14293548387096777
40,2014-02-11,19.141430000000007,0.2820944444444445,0.024999999999999998,0.8412222222222223,0.13372222222222221
41,2014-02-12,19.139998999999996,0.25305294117647065,0.018470588235294117,0.8467058823529412,0.13482352941176473
42,2014-02-13,19.443930000000012,0.1626793103448276,0.04472413793103448,0.8436896551724138,0.11158620689655169
43,2014-02-14,19.428213,0.19683529411764705,0.006411764705882353,0.8752941176470588,0.11823529411764705
44,2014-02-15,19.463928000000003,0.25961428571428574,0.02457142857142857,0.8387857142857144,0.13664285714285715
45,2014-02-16,19.463928000000006,0.015725000000000003,0.07629166666666666,0.8299166666666667,0.09379166666666666
46,2014-02-17,19.463928000000003,0.07409375,0.021062499999999998,0.92475,0.05425000000000001
47,2014-02-18,19.499642999999995,0.06031212121212121,0.024484848484848484,0.9073939393939395,0.06812121212121211
48,2014-02-19,19.191786000000004,0.3018916666666667,0.007666666666666666,0.83725,0.15508333333333332
49,2014-02-20,18.969643,0.08764,0.037399999999999996,0.8938666666666665,0.06873333333333333
50,2014-02-21,18.758928000000008,0.021170000000000005,0.061399999999999996,0.8852,0.05345000000000001
51,2014-02-22,18.799998999999996,0.1462285714285714,0.08185714285714286,0.7765714285714286,0.1417142857142857
52,2014-02-23,18.799999,-0.06844444444444445,0.07377777777777778,0.8716666666666666,0.05455555555555555
53,2014-02-24,18.84107,0.18756428571428568,0.03942857142857143,0.8601428571428571,0.10042857142857144
54,2014-02-25,18.644999999999996,0.015179999999999994,0.0509,0.9001499999999998,0.04895
55,2014-02-26,18.476786,0.1951133333333333,0.053,0.8156,0.13146666666666668
56,2014-02-27,18.84535799999999,0.09289655172413794,0.023413793103448273,0.9196206896551724,0.05696551724137931
57,2014-02-28,18.794287000000004,0.13792333333333331,0.028166666666666666,0.8871666666666669,0.08460000000000001
58,2014-03-01,18.821429499999997,-0.003853846153846152,0.03984615384615385,0.9276153846153847,0.032615384615384616
59,2014-03-02,18.821429499999997,0.06767500000000001,0.062875,0.830875,0.10625000000000001
60,2014-03-03,18.848571999999997,-0.011566666666666673,0.04293333333333334,0.9272666666666666,0.0298
61,2014-03-04,18.97285699999999,-0.011952173913043478,0.06708695652173911,0.8578695652173912,0.07508695652173912
62,2014-03-05,19.012857,0.11113333333333332,0.016,0.9276,0.056400000000000006
63,2014-03-06,18.955356999999996,0.0006642857142857125,0.03557142857142857,0.9078571428571429,0.05664285714285715
64,2014-03-07,18.94428599999999,-0.006109090909090892,0.08822727272727272,0.8293181818181818,0.08245454545454546
65,2014-03-08,18.952857999999996,0.13634285714285715,0.039142857142857146,0.8582857142857143,0.10257142857142856
66,2014-03-09,18.952857999999996,0.20448333333333335,0.0,0.8906666666666667,0.10933333333333334
67,2014-03-10,18.961430000000004,0.19911,0.0126,0.8869,0.1005
68,2014-03-11,19.146070000000005,0.06528181818181818,0.02568181818181818,0.9143181818181817,0.06004545454545454
69,2014-03-12,19.164642000000008,0.023543749999999992,0.0524375,0.8952500000000001,0.052312500000000005
70,2014-03-13,18.951786,0.0939923076923077,0.023692307692307693,0.9057692307692308,0.07053846153846154
71,2014-03-14,18.73893,0.10218750000000001,0.0308125,0.872625,0.09656250000000001
72,2014-03-15,18.7755365,0.13777499999999998,0.075,0.79175,0.13324999999999998
73,2014-03-16,18.7755365,0.07508888888888889,0.029666666666666668,0.9148888888888889,0.05544444444444444
74,2014-03-17,18.812142999999995,0.021993750000000003,0.035062499999999996,0.9233124999999999,0.041625
75,2014-03-18,18.978570999999995,-0.03798000000000001,0.054000000000000006,0.8802666666666668,0.06573333333333334
76,2014-03-19,18.973571999999994,-0.013445454545454536,0.0735909090909091,0.8475,0.07881818181818183
77,2014-03-20,18.882143,0.31930000000000003,0.0,0.8802,0.11979999999999999
78,2014-03-21,19.031071,0.05288666666666666,0.021133333333333334,0.9296666666666665,0.0492
79,2014-03-22,19.1439285,-0.024266666666666683,0.07088888888888889,0.8432222222222222,0.08588888888888889
80,2014-03-23,19.1439285,0.059199999999999996,0.0,0.9640000000000001,0.036
81,2014-03-24,19.256785999999998,-0.0023406249999999964,0.06371875,0.8851874999999999,0.05109375
82,2014-03-25,19.463928000000006,-0.005978260869565218,0.041304347826086954,0.9174347826086956,0.04130434782608696
83,2014-03-26,19.277856999999997,0.2379857142857143,0.016142857142857143,0.8479999999999999,0.13580952380952382
84,2014-03-27,19.194999999999997,0.05178333333333334,0.05379166666666666,0.8672916666666666,0.079
85,2014-03-28,19.173571,-0.05381764705882353,0.07594117647058823,0.8796470588235294,0.04441176470588235
86,2014-03-29,19.171429,0.11561428571428571,0.03885714285714286,0.8935714285714286,0.06742857142857142
87,2014-03-30,19.171429,0.0024000000000000054,0.08314285714285716,0.8364285714285715,0.08042857142857143
88,2014-03-31,19.169287,-0.028134999999999986,0.06410000000000002,0.8855000000000001,0.0504
89,2014-04-01,19.344643000000005,0.06410476190476191,0.026047619047619045,0.9123809523809525,0.06157142857142857
90,2014-04-02,19.376784999999995,-0.041929629629629636,0.06870370370370371,0.8928148148148147,0.03848148148148148
91,2014-04-03,19.242500000000003,-0.10089166666666666,0.07879166666666668,0.8773749999999999,0.043833333333333335
92,2014-04-04,18.993569999999995,0.09146111111111112,0.07072222222222223,0.8275555555555555,0.10166666666666667
93,2014-04-05,18.844462999999998,0.08430714285714284,0.017499999999999998,0.9172142857142856,0.0652857142857143
94,2014-04-06,18.844463000000005,-0.048011111111111116,0.06566666666666666,0.8950555555555556,0.03927777777777778
95,2014-04-07,18.695356,-0.005605882352941179,0.044294117647058824,0.8971176470588236,0.05858823529411765
96,2014-04-08,18.69428599999999,0.13295925925925925,0.007814814814814816,0.9174074074074077,0.07477777777777778
97,2014-04-09,18.940001,-0.07424761904761905,0.08223809523809524,0.8937619047619046,0.024
98,2014-04-10,18.695715,0.03657931034482756,0.05624137931034482,0.8673103448275863,0.07644827586206897
99,2014-04-11,18.557501,-0.0399962962962963,0.07855555555555557,0.8668518518518518,0.05462962962962963
100,2014-04-12,18.5944655,0.06482222222222223,0.052000000000000005,0.8693333333333334,0.07866666666666666
101,2014-04-13,18.5944655,0.10644999999999999,0.028666666666666663,0.8996666666666666,0.07166666666666667
102,2014-04-14,18.63143,0.0522470588235294,0.04376470588235294,0.8694117647058823,0.0868235294117647
103,2014-04-15,18.498570999999995,0.12057368421052632,0.03973684210526316,0.8739473684210527,0.08626315789473685
104,2014-04-16,18.536071999999997,0.01391578947368421,0.060315789473684205,0.8748421052631579,0.0648421052631579
105,2014-04-17,18.74785600000001,0.13290869565217395,0.027304347826086955,0.877695652173913,0.095
106,2014-04-18,18.859106999999998,0.06343684210526317,0.04315789473684211,0.8739999999999999,0.0828421052631579
107,2014-04-19,18.859106999999998,0.12304615384615383,0.012,0.8987692307692309,0.08923076923076924
108,2014-04-20,18.859106999999998,0.20778571428571427,0.016071428571428573,0.8717142857142857,0.11221428571428572
109,2014-04-21,18.97035799999999,0.138584,0.02016,0.8897599999999999,0.09004
110,2014-04-22,18.989285999999996,-0.01467391304347826,0.0401304347826087,0.9284782608695652,0.03139130434782609
111,2014-04-23,18.741072000000003,0.09710677966101691,0.02661864406779662,0.9009745762711867,0.07240677966101693
112,2014-04-24,20.27749999999997,0.17171686746987946,0.023289156626506023,0.8706265060240962,0.10609638554216866
113,2014-04-25,20.426429999999993,0.12344736842105263,0.035605263157894744,0.8688684210526318,0.09555263157894736
114,2014-04-26,20.821965500000005,0.21247428571428575,0.020457142857142858,0.8586857142857145,0.12085714285714287
115,2014-04-27,20.8219655,0.07553571428571429,0.048571428571428564,0.8757142857142857,0.07571428571428572
116,2014-04-28,21.21750099999998,0.09896060606060605,0.045242424242424244,0.8826060606060605,0.07215151515151515
117,2014-04-29,21.154642000000003,-0.006223333333333336,0.06826666666666667,0.8677,0.064
118,2014-04-30,21.074641999999994,0.106724,0.03964,0.87524,0.08508
119,2014-05-01,21.124286999999992,0.119675,0.03771875,0.8704375000000001,0.09181249999999999
120,2014-05-02,21.163569999999996,0.14355769230769233,0.024346153846153847,0.8854615384615384,0.09023076923076924
121,2014-05-03,21.313213000000005,0.0700962962962963,0.027444444444444445,0.9117407407407407,0.060814814814814815
122,2014-05-04,21.313212999999998,0.05874999999999999,0.05725,0.86375,0.079
123,2014-05-05,21.46285599999999,0.13436206896551725,0.030482758620689658,0.8494827586206898,0.12003448275862072
124,2014-05-06,21.228929999999995,0.12852258064516128,0.02267741935483871,0.9001290322580645,0.07716129032258062
125,2014-05-07,21.154641999999996,0.056117142857142865,0.02177142857142857,0.9222571428571428,0.055971428571428575
126,2014-05-08,20.999642999999995,0.10911428571428572,0.017714285714285714,0.9229999999999999,0.059357142857142865
127,2014-05-09,20.91214400000001,0.13341627906976747,0.031,0.8750232558139536,0.09397674418604653
128,2014-05-10,21.042322500000004,0.10180909090909095,0.026272727272727277,0.8742727272727273,0.09945454545454545
129,2014-05-11,21.0423225,-0.144875,0.10799999999999998,0.8494999999999999,0.042499999999999996
130,2014-05-12,21.172501000000004,-0.013256249999999997,0.04662499999999999,0.925375,0.028
131,2014-05-13,21.205713,-0.005512499999999997,0.029124999999999998,0.9342499999999999,0.036625
132,2014-05-14,21.209642,0.1392875,0.0,0.926875,0.073125
133,2014-05-15,21.02928500000001,-0.09265714285714284,0.094,0.8515714285714286,0.0545
134,2014-05-16,21.339643000000006,0.05491875,0.0385,0.9041875,0.057312499999999995
135,2014-05-17,21.466072,0.1313111111111111,0.04,0.8648888888888889,0.09522222222222222
136,2014-05-18,21.466072,0.12788666666666668,0.0604,0.8207333333333333,0.1188
137,2014-05-19,21.592500999999988,0.165075,0.04875,0.7975999999999999,0.1537
138,2014-05-20,21.596786000000005,0.09010526315789473,0.01668421052631579,0.9299473684210526,0.05336842105263158
139,2014-05-21,21.653929,0.05993333333333334,0.036476190476190475,0.8880952380952378,0.07547619047619049
140,2014-05-22,21.688213000000005,0.1453090909090909,0.03954545454545454,0.8724090909090908,0.0880909090909091
141,2014-05-23,21.933214000000007,0.12338181818181818,0.0405,0.8554545454545455,0.10404545454545455
142,2014-05-24,22.138571500000005,0.22682857142857143,0.04257142857142857,0.8291428571428571,0.12828571428571428
143,2014-05-25,22.1385715,0.11764000000000001,0.035199999999999995,0.8838000000000001,0.081
144,2014-05-26,22.13857150000001,0.17061538461538464,0.016307692307692308,0.8823076923076923,0.10138461538461539
145,2014-05-27,22.343929,0.17519189189189188,0.023945945945945946,0.8693783783783783,0.10667567567567568
146,2014-05-28,22.286071999999994,0.058068888888888885,0.025288888888888885,0.9316222222222226,0.04308888888888889
147,2014-05-29,22.69214200000001,0.11417272727272727,0.03396363636363636,0.884509090909091,0.08154545454545455
148,2014-05-30,22.607142999999986,0.1578138888888889,0.027111111111111114,0.8713333333333332,0.10152777777777777
149,2014-05-31,22.529464500000003,0.22989047619047623,0.01423809523809524,0.8627619047619048,0.12299999999999998
150,2014-06-01,22.529464499999992,0.19672499999999996,0.028083333333333335,0.8616666666666665,0.11025
151,2014-06-02,22.451786000000016,0.1387442857142857,0.016242857142857142,0.9027714285714286,0.08098571428571429
152,2014-06-03,22.769285,0.08859687499999999,0.030031250000000002,0.9048124999999999,0.06515625000000001
153,2014-06-04,23.02928499999999,0.09010833333333335,0.017055555555555556,0.9109722222222225,0.07197222222222222
154,2014-06-05,23.119642,0.16808750000000003,0.024583333333333336,0.8830833333333334,0.09233333333333332
155,2014-06-06,23.056069999999984,0.21252051282051285,0.022512820512820515,0.8614102564102564,0.11607692307692308
156,2014-06-07,23.24053450000001,0.144315,0.0234,0.89225,0.08435
157,2014-06-08,23.2405345,0.08170000000000001,0.06987499999999999,0.82175,0.10825
158,2014-06-09,23.42499899999999,0.12460833333333333,0.030812500000000003,0.8706666666666666,0.09852083333333332
159,2014-06-10,23.5625,0.05911666666666667,0.03269444444444444,0.9063611111111108,0.060916666666666654
160,2014-06-11,23.465,0.11488620689655171,0.05051724137931034,0.8674482758620691,0.08199999999999999
161,2014-06-12,23.072499999999994,0.262725,0.0243,0.8557,0.12000000000000002
162,2014-06-13,22.820000000000004,0.10877407407407408,0.02603703703703704,0.897,0.07696296296296296
163,2014-06-14,22.9349995,0.11548666666666665,0.0,0.9358666666666667,0.06413333333333333
164,2014-06-15,22.9349995,0.01812999999999999,0.0337,0.9153,0.051000000000000004
165,2014-06-16,23.049999,0.15595555555555554,0.04644444444444444,0.8717777777777778,0.08177777777777778
166,2014-06-18,23.04500000000001,0.061933333333333354,0.08453333333333335,0.8192666666666667,0.09626666666666667
167,2014-06-19,22.964999999999986,0.09798695652173914,0.04891304347826087,0.8533478260869565,0.09769565217391304
168,2014-06-20,22.727501,0.12310625000000001,0.0114375,0.8935,0.09506250000000001
169,2014-06-21,22.7175005,0.01584,0.0432,0.9196000000000002,0.0374
170,2014-06-22,22.7175005,-0.130125,0.06125,0.9195,0.01925
171,2014-06-23,22.707499999999996,0.067628,0.04608,0.89712,0.0568
172,2014-06-24,22.569999999999997,0.2232181818181818,0.050227272727272725,0.8264090909090906,0.12331818181818184
173,2014-06-25,22.589999999999996,0.15033846153846156,0.06638461538461539,0.8162307692307691,0.11738461538461539
174,2014-06-26,22.725000000000005,0.17340624999999998,0.0245625,0.8715624999999999,0.10387500000000001
175,2014-06-27,22.995001,0.15008333333333335,0.026833333333333334,0.8580833333333332,0.11508333333333333
176,2014-06-28,23.113750500000002,0.0,0.0,1.0,0.0
177,2014-06-29,23.113750500000002,0.09888461538461538,0.042692307692307696,0.8635384615384615,0.09376923076923076
178,2014-06-30,23.232499999999998,0.1530466666666667,0.0364,0.8528333333333333,0.11076666666666667
179,2014-07-01,23.379999,0.2863727272727273,0.021863636363636366,0.8146818181818181,0.16345454545454546
180,2014-07-02,23.370001,0.1900219512195122,0.04853658536585366,0.8014878048780487,0.14997560975609758
181,2014-07-03,23.507499999999997,0.15119047619047618,0.0399047619047619,0.8463333333333333,0.11376190476190476
182,2014-07-04,23.75,0.1423142857142857,0.007714285714285714,0.9221428571428572,0.07021428571428572
183,2014-07-05,23.75,0.171,0.033,0.8592857142857143,0.10771428571428572
184,2014-07-06,23.75,0.22517619047619047,0.0,0.8819999999999999,0.11800000000000001
185,2014-07-07,23.99249999999998,0.15646046511627912,0.02583720930232558,0.8696744186046513,0.10451162790697674
186,2014-07-08,23.837499999999995,0.1986294117647059,0.05805882352941177,0.7770588235294117,0.16488235294117648
187,2014-07-09,23.84750000000001,0.04666111111111112,0.04766666666666667,0.8697777777777778,0.08255555555555556
188,2014-07-10,23.76,0.0,0.0,1.0,0.0
189,2014-07-11,23.804999999999993,0.1146846153846154,0.022230769230769228,0.9108846153846154,0.06688461538461539
190,2014-07-12,23.958749500000003,0.08737777777777776,0.025111111111111112,0.9028888888888891,0.072
191,2014-07-13,23.958749500000003,0.07641111111111112,0.03766666666666667,0.8722222222222222,0.0901111111111111
192,2014-07-14,24.112499,0.17782592592592594,0.04029629629629629,0.8309629629629628,0.12874074074074074
193,2014-07-15,23.83000000000001,0.04852162162162166,0.038972972972972975,0.9032702702702703,0.057729729729729735
194,2014-07-16,23.695000000000018,0.1701314285714286,0.019371428571428574,0.8747428571428572,0.10585714285714287
195,2014-07-17,23.27249900000001,0.14385833333333334,0.03244444444444444,0.8638055555555553,0.10374999999999998
196,2014-07-18,23.60750000000001,0.11430500000000002,0.01245,0.9381999999999999,0.04935
197,2014-07-19,23.5462505,0.06415555555555555,0.0488888888888889,0.8740000000000001,0.0771111111111111
198,2014-07-20,23.546250499999992,0.15104444444444443,0.0,0.9245555555555556,0.07544444444444445
199,2014-07-21,23.485001000000008,0.20253000000000002,0.0,0.9016500000000001,0.09835000000000002
200,2014-07-22,23.680000000000007,0.09921594202898551,0.03289855072463768,0.8915942028985505,0.07552173913043479
201,2014-07-23,24.297501000000008,0.051480000000000005,0.025474999999999998,0.9216749999999999,0.05282500000000001
202,2014-07-24,24.25750000000002,0.062007142857142865,0.01938095238095238,0.9191904761904762,0.06142857142857143
203,2014-07-25,24.41750000000001,0.09837096774193549,0.038096774193548386,0.8683225806451612,0.09358064516129032
204,2014-07-26,24.5862495,0.0,0.0,1.0,0.0
